Year,Month ,Day,period,Total Gross Load,BTM WAPA,Total Net Load Serve,,,,Source,
2018,1,25,4,24.07,2.34,22,,,,,
2018,1,25,5,24.79,2.34,22,,,,,
2018,1,25,6,26.2,2.34,24,,,,,
2018,1,25,7,28.91,2.34,27,,,,,
2018,1,25,8,28.92,2.34,27,,,,,
2018,1,25,9,28.77,2.34,26,,,,,
2018,1,25,10,28.72,2.34,26,,,,,
2018,1,25,11,28.62,2.34,26,,,,,
2018,1,25,12,27.68,2.34,25,,,,,
2018,1,25,13,26.86,2.34,25,,,,,
2018,1,25,14,26.53,2.34,24,,,,,
2018,1,25,15,26.13,2.34,24,,,,,
2018,1,25,16,25.85,2.34,24,,,,,
2018,1,25,17,25.88,2.34,24,,,,,
2018,1,25,18,26.91,2.34,25,,,,,
2018,1,25,19,29.69,2.34,27,,,,,
2018,1,25,20,29.71,2.34,27,,,,,
2018,1,25,21,29.11,2.34,27,,,,,
2018,1,25,22,27.35,2.34,25,,,,,
2018,1,25,23,25.34,2.34,23,,,,,
2018,1,25,24,23.64,2.34,21,,,,,
2018,1,26,1,22.71,2.34,20,,,,,
2018,1,26,2,22.32,2.34,20,,,,,
2018,1,26,3,22.39,2.34,20,,,,,
2018,1,26,4,22.53,2.34,20,,,,,
2018,1,26,5,23.25,2.34,21,,,,,
2018,1,26,6,24.67,2.34,22,,,,,
2018,1,26,7,27.22,2.34,25,,,,,
2018,1,26,8,27.17,2.34,25,,,,,
2018,1,26,9,27.05,2.34,25,,,,,
2018,1,26,10,27.47,2.34,25,,,,,
2018,1,26,11,27.72,2.34,25,,,,,
2018,1,26,12,27.2,2.34,25,,,,,
2018,1,26,13,26.6,2.34,24,,,,,
2018,1,26,14,26.19,2.34,24,,,,,
2018,1,26,15,25.84,2.34,24,,,,,
2018,1,26,16,25.4,2.34,23,,,,,
2018,1,26,17,25.45,2.34,23,,,,,
2018,1,26,18,26.63,2.34,24,,,,,
2018,1,26,19,29.48,2.34,27,,,,,
2018,1,26,20,29.32,2.34,27,,,,,
2018,1,26,21,29.13,2.34,27,,,,,
2018,1,26,22,27.93,2.34,26,,,,,
2018,1,26,23,26.89,2.34,25,,,,,
2018,1,26,24,25.57,2.34,23,,,,,
2018,1,27,1,24.61,2.34,22,,,,,
2018,1,27,2,24.21,2.34,22,,,,,
2018,1,27,3,23.99,2.34,22,,,,,
2018,1,27,4,24.03,2.34,22,,,,,
2018,1,27,5,24.45,2.34,22,,,,,
2018,1,27,6,25.33,2.34,23,,,,,
2018,1,27,7,26.42,2.34,24,,,,,
2018,1,27,8,26.2,2.34,24,,,,,
2018,1,27,9,26.23,2.34,24,,,,,
2018,1,27,10,26.44,2.34,24,,,,,
2018,1,27,11,26.36,2.34,24,,,,,
2018,1,27,12,25.77,2.34,23,,,,,
2018,1,27,13,24.77,2.34,22,,,,,
2018,1,27,14,24.37,2.34,22,,,,,
2018,1,27,15,24.02,2.34,22,,,,,
2018,1,27,16,23.6,2.34,21,,,,,
2018,1,27,17,23.84,2.34,22,,,,,
2018,1,27,18,25.52,2.34,23,,,,,
2018,1,27,19,28.73,2.34,26,,,,,
2018,1,27,20,28.93,2.34,27,,,,,
2018,1,27,21,28.71,2.34,26,,,,,
2018,1,27,22,27.91,2.34,26,,,,,
2018,1,27,23,26.65,2.34,24,,,,,
2018,1,27,24,25.53,2.34,23,,,,,
2018,1,28,1,24.49,2.34,22,,,,,
2018,1,28,2,24.08,2.34,22,,,,,
2018,1,28,3,23.94,2.34,22,,,,,
2018,1,28,4,23.89,2.34,22,,,,,
2018,1,28,5,24.11,2.34,22,,,,,
2018,1,28,6,24.48,2.34,22,,,,,
2018,1,28,7,25.49,2.34,23,,,,,
2018,1,28,8,24.95,2.34,23,,,,,
2018,1,28,9,24.52,2.34,22,,,,,
2018,1,28,10,24.55,2.34,22,,,,,
2018,1,28,11,24.18,2.34,22,,,,,
2018,1,28,12,23.66,2.34,21,,,,,
2018,1,28,13,23.19,2.34,21,,,,,
2018,1,28,14,22.86,2.34,21,,,,,
2018,1,28,15,22.51,2.34,20,,,,,
2018,1,28,16,22.45,2.34,20,,,,,
2018,1,28,17,22.61,2.34,20,,,,,
2018,1,28,18,24.32,2.34,22,,,,,
2018,1,28,19,27.77,2.34,25,,,,,
2018,1,28,20,27.92,2.34,26,,,,,
2018,1,28,21,27.69,2.34,25,,,,,
2018,1,28,22,26.86,2.34,25,,,,,
2018,1,28,23,25.37,2.34,23,,,,,
2018,1,28,24,23.95,2.34,22,,,,,
2018,1,29,1,23.23,2.34,21,,,,,
2018,1,29,2,22.81,2.34,20,,,,,
2018,1,29,3,22.99,2.34,21,,,,,
2018,1,29,4,23.25,2.34,21,,,,,
2018,1,29,5,23.72,2.34,21,,,,,
2018,1,29,6,25.22,2.34,23,,,,,
2018,1,29,7,27.81,2.34,25,,,,,
2018,1,29,8,27.84,2.34,26,,,,,
2018,1,29,9,27.81,2.34,25,,,,,
2018,1,29,10,28.09,2.34,26,,,,,
2018,1,29,11,27.88,2.34,26,,,,,
2018,1,29,12,27.18,2.34,25,,,,,
2018,1,29,13,26.47,2.34,24,,,,,
2018,1,29,14,26.23,2.34,24,,,,,
2018,1,29,15,25.68,2.34,23,,,,,
2018,1,29,16,25.35,2.34,23,,,,,
2018,1,29,17,25,2.34,23,,,,,
2018,1,29,18,25.69,2.34,23,,,,,
2018,1,29,19,28.74,2.34,26,,,,,
2018,1,29,20,28.77,2.34,26,,,,,
2018,1,29,21,28.22,2.34,26,,,,,
2018,1,29,22,26.63,2.34,24,,,,,
2018,1,29,23,24.88,2.34,23,,,,,
2018,1,29,24,23.56,2.34,21,,,,,
2018,1,30,1,22.73,2.34,20,,,,,
2018,1,30,2,22.46,2.34,20,,,,,
2018,1,30,3,22.51,2.34,20,,,,,
2018,1,30,4,22.83,2.34,20,,,,,
2018,1,30,5,23.62,2.34,21,,,,,
2018,1,30,6,24.99,2.34,23,,,,,
2018,1,30,7,27.71,2.34,25,,,,,
2018,1,30,8,27.79,2.34,25,,,,,
2018,1,30,9,27.84,2.34,26,,,,,
2018,1,30,10,27.96,2.34,26,,,,,
2018,1,30,11,27.61,2.34,25,,,,,
2018,1,30,12,27.02,2.34,25,,,,,
2018,1,30,13,26.34,2.34,24,,,,,
2018,1,30,14,26.04,2.34,24,,,,,
2018,1,30,15,25.81,2.34,23,,,,,
2018,1,30,16,25.26,2.34,23,,,,,
2018,1,30,17,25.22,2.34,23,,,,,
2018,1,30,18,25.7,2.34,23,,,,,
2018,1,30,19,28.62,2.34,26,,,,,
2018,1,30,20,28.44,2.34,26,,,,,
2018,1,30,21,27.96,2.34,26,,,,,
2018,1,30,22,26.64,2.34,24,,,,,
2018,1,30,23,24.81,2.34,22,,,,,
2018,1,30,24,23.34,2.34,21,,,,,
2018,1,31,1,22.52,2.34,20,,,,,
2018,1,31,2,22.06,2.34,20,,,,,
2018,1,31,3,22.15,2.34,20,,,,,
2018,1,31,4,22.4,2.34,20,,,,,
2018,1,31,5,23.08,2.34,21,,,,,
2018,1,31,6,24.64,2.34,22,,,,,
2018,1,31,7,27.1,2.34,25,,,,,
2018,1,31,8,27.12,2.34,25,,,,,
2018,1,31,9,26.82,2.34,24,,,,,
2018,1,31,10,26.82,2.34,24,,,,,
2018,1,31,11,26.16,2.34,24,,,,,
2018,1,31,12,24.7,2.34,22,,,,,
2018,1,31,13,23.99,2.34,22,,,,,
2018,1,31,14,23.88,2.34,22,,,,,
2018,1,31,15,24.3,2.34,22,,,,,
2018,1,31,16,24.36,2.34,22,,,,,
2018,1,31,17,24.66,2.34,22,,,,,
2018,1,31,18,25.21,2.34,23,,,,,
2018,1,31,19,28.21,2.34,26,,,,,
2018,1,31,20,28.11,2.34,26,,,,,
2018,1,31,21,27.57,2.34,25,,,,,
2018,1,31,22,25.84,2.34,24,,,,,
2018,1,31,23,24.24,2.34,22,,,,,
2018,1,31,24,22.75,2.34,20,,,,,
2018,2,1,1,22,2.34,20,,,,,
2018,2,1,2,21.79,2.34,19,,,,,
2018,2,1,3,21.83,2.34,19,,,,,
2018,2,1,4,22.12,2.34,20,,,,,
2018,2,1,5,22.82,2.34,20,,,,,
2018,2,1,6,24.23,2.34,22,,,,,
2018,2,1,7,26.92,2.34,25,,,,,
2018,2,1,8,26.88,2.34,25,,,,,
2018,2,1,9,26.56,2.34,24,,,,,
2018,2,1,10,24.98,2.34,23,,,,,
2018,2,1,11,23.64,2.34,21,,,,,
2018,2,1,12,21.75,2.34,19,,,,,
2018,2,1,13,20.17,2.34,18,,,,,
2018,2,1,14,21.85,2.34,20,,,,,
2018,2,1,15,21.9,2.34,20,,,,,
2018,2,1,16,23.15,2.34,21,,,,,
2018,2,1,17,24.7,2.34,22,,,,,
2018,2,1,18,25.5,2.34,23,,,,,
2018,2,1,19,28.07,2.34,26,,,,,
2018,2,1,20,27.83,2.34,25,,,,,
2018,2,1,21,27.19,2.34,25,,,,,
2018,2,1,22,25.7,2.34,23,,,,,
2018,2,1,23,24,2.34,22,,,,,
2018,2,1,24,22.6,2.34,20,,,,,
2018,2,2,1,21.66,2.34,19,,,,,
2018,2,2,2,21.46,2.34,19,,,,,
2018,2,2,3,21.51,2.34,19,,,,,
2018,2,2,4,21.93,2.34,20,,,,,
2018,2,2,5,22.72,2.34,20,,,,,
2018,2,2,6,24.17,2.34,22,,,,,
2018,2,2,7,26.78,2.34,24,,,,,
2018,2,2,8,26.43,2.34,24,,,,,
2018,2,2,9,26.6,2.34,24,,,,,
2018,2,2,10,26.73,2.34,24,,,,,
2018,2,2,11,26.79,2.34,24,,,,,
2018,2,2,12,26.11,2.34,24,,,,,
2018,2,2,13,25.5,2.34,23,,,,,
2018,2,2,14,25.36,2.34,23,,,,,
2018,2,2,15,25.13,2.34,23,,,,,
2018,2,2,16,24.66,2.34,22,,,,,
2018,2,2,17,24.43,2.34,22,,,,,
2018,2,2,18,24.7,2.34,22,,,,,
2018,2,2,19,27.7,2.34,25,,,,,
2018,2,2,20,27.42,2.34,25,,,,,
2018,2,2,21,27.1,2.34,25,,,,,
2018,2,2,22,25.86,2.34,24,,,,,
2018,2,2,23,24.54,2.34,22,,,,,
2018,2,2,24,23.43,2.34,21,,,,,
2018,2,3,1,22.51,2.34,20,,,,,
2018,2,3,2,22.18,2.34,20,,,,,
2018,2,3,3,21.83,2.34,19,,,,,
2018,2,3,4,21.86,2.34,20,,,,,
2018,2,3,5,22.34,2.34,20,,,,,
2018,2,3,6,23.09,2.34,21,,,,,
2018,2,3,7,24.36,2.34,22,,,,,
2018,2,3,8,23.74,2.34,21,,,,,
2018,2,3,9,23.87,2.34,22,,,,,
2018,2,3,10,24.19,2.34,22,,,,,
2018,2,3,11,24.22,2.34,22,,,,,
2018,2,3,12,23.71,2.34,21,,,,,
2018,2,3,13,23.56,2.34,21,,,,,
2018,2,3,14,23.12,2.34,21,,,,,
2018,2,3,15,23.03,2.34,21,,,,,
2018,2,3,16,22.68,2.34,20,,,,,
2018,2,3,17,22.8,2.34,20,,,,,
2018,2,3,18,23.69,2.34,21,,,,,
2018,2,3,19,26.84,2.34,25,,,,,
2018,2,3,20,26.95,2.34,25,,,,,
2018,2,3,21,26.68,2.34,24,,,,,
2018,2,3,22,25.9,2.34,24,,,,,
2018,2,3,23,24.78,2.34,22,,,,,
2018,2,3,24,23.47,2.34,21,,,,,
2018,2,4,1,22.62,2.34,20,,,,,
2018,2,4,2,22.05,2.34,20,,,,,
2018,2,4,3,21.84,2.34,20,,,,,
2018,2,4,4,21.86,2.34,20,,,,,
2018,2,4,5,22.19,2.34,20,,,,,
2018,2,4,6,22.78,2.34,20,,,,,
2018,2,4,7,23.66,2.34,21,,,,,
2018,2,4,8,22.95,2.34,21,,,,,
2018,2,4,9,22.92,2.34,21,,,,,
2018,2,4,10,23.09,2.34,21,,,,,
2018,2,4,11,22.84,2.34,21,,,,,
2018,2,4,12,22.46,2.34,20,,,,,
2018,2,4,13,22.11,2.34,20,,,,,
2018,2,4,14,21.71,2.34,19,,,,,
2018,2,4,15,21.64,2.34,19,,,,,
2018,2,4,16,21.57,2.34,19,,,,,
2018,2,4,17,21.36,2.34,19,,,,,
2018,2,4,18,21.91,2.34,20,,,,,
2018,2,4,19,24.96,2.34,23,,,,,
2018,2,4,20,25.07,2.34,23,,,,,
2018,2,4,21,25.05,2.34,23,,,,,
2018,2,4,22,24.7,2.34,22,,,,,
2018,2,4,23,23.71,2.34,21,,,,,
2018,2,4,24,22.61,2.34,20,,,,,
2018,2,5,1,21.88,2.34,20,,,,,
2018,2,5,2,21.51,2.34,19,,,,,
2018,2,5,3,21.56,2.34,19,,,,,
2018,2,5,4,21.78,2.34,19,,,,,
2018,2,5,5,22.44,2.34,20,,,,,
2018,2,5,6,23.66,2.34,21,,,,,
2018,2,5,7,25.66,2.34,23,,,,,
2018,2,5,8,25.47,2.34,23,,,,,
2018,2,5,9,25.76,2.34,23,,,,,
2018,2,5,10,26.3,2.34,24,,,,,
2018,2,5,11,26.62,2.34,24,,,,,
2018,2,5,12,26.4,2.34,24,,,,,
2018,2,5,13,25.76,2.34,23,,,,,
2018,2,5,14,25.53,2.34,23,,,,,
2018,2,5,15,25.52,2.34,23,,,,,
2018,2,5,16,25.34,2.34,23,,,,,
2018,2,5,17,25.21,2.34,23,,,,,
2018,2,5,18,25.27,2.34,23,,,,,
2018,2,5,19,28.08,2.34,26,,,,,
2018,2,5,20,27.96,2.34,26,,,,,
2018,2,5,21,27.37,2.34,25,,,,,
2018,2,5,22,25.78,2.34,23,,,,,
2018,2,5,23,24,2.34,22,,,,,
2018,2,5,24,22.48,2.34,20,,,,,
2018,2,6,1,21.48,2.34,19,,,,,
2018,2,6,2,21.05,2.34,19,,,,,
2018,2,6,3,21.1,2.34,19,,,,,
2018,2,6,4,21.35,2.34,19,,,,,
2018,2,6,5,22.16,2.34,20,,,,,
2018,2,6,6,23.66,2.34,21,,,,,
2018,2,6,7,26.01,2.34,24,,,,,
2018,2,6,8,25.96,2.34,24,,,,,
2018,2,6,9,25.97,2.34,24,,,,,
2018,2,6,10,26.8,2.34,24,,,,,
2018,2,6,11,26.95,2.34,25,,,,,
2018,2,6,12,26.48,2.34,24,,,,,
2018,2,6,13,26.15,2.34,24,,,,,
2018,2,6,14,26.18,2.34,24,,,,,
2018,2,6,15,26.28,2.34,24,,,,,
2018,2,6,16,26.04,2.34,24,,,,,
2018,2,6,17,26.05,2.34,24,,,,,
2018,2,6,18,26.47,2.34,24,,,,,
2018,2,6,19,29.37,2.34,27,,,,,
2018,2,6,20,29.45,2.34,27,,,,,
2018,2,6,21,28.72,2.34,26,,,,,
2018,2,6,22,27.11,2.34,25,,,,,
2018,2,6,23,25.5,2.34,23,,,,,
2018,2,6,24,23.82,2.34,21,,,,,
2018,2,7,1,22.98,2.34,21,,,,,
2018,2,7,2,22.68,2.34,20,,,,,
2018,2,7,3,22.79,2.34,20,,,,,
2018,2,7,4,22.95,2.34,21,,,,,
2018,2,7,5,23.72,2.34,21,,,,,
2018,2,7,6,25.26,2.34,23,,,,,
2018,2,7,7,27.76,2.34,25,,,,,
2018,2,7,8,27.71,2.34,25,,,,,
2018,2,7,9,27.5,2.34,25,,,,,
2018,2,7,10,27.8,2.34,25,,,,,
2018,2,7,11,27.53,2.34,25,,,,,
2018,2,7,12,26.95,2.34,25,,,,,
2018,2,7,13,26.24,2.34,24,,,,,
2018,2,7,14,25.79,2.34,23,,,,,
2018,2,7,15,25.21,2.34,23,,,,,
2018,2,7,16,25.13,2.34,23,,,,,
2018,2,7,17,24.79,2.34,22,,,,,
2018,2,7,18,25,2.34,23,,,,,
2018,2,7,19,28.53,2.34,26,,,,,
2018,2,7,20,28.68,2.34,26,,,,,
2018,2,7,21,28.22,2.34,26,,,,,
2018,2,7,22,26.34,2.34,24,,,,,
2018,2,7,23,24.91,2.34,23,,,,,
2018,2,7,24,23.52,2.34,21,,,,,
2018,2,8,1,22.61,2.34,20,,,,,
2018,2,8,2,22.3,2.34,20,,,,,
2018,2,8,3,22.37,2.34,20,,,,,
2018,2,8,4,22.63,2.34,20,,,,,
2018,2,8,5,23.31,2.34,21,,,,,
2018,2,8,6,24.79,2.34,22,,,,,
2018,2,8,7,27.35,2.34,25,,,,,
2018,2,8,8,27.14,2.34,25,,,,,
2018,2,8,9,27.29,2.34,25,,,,,
2018,2,8,10,27.51,2.34,25,,,,,
2018,2,8,11,27.21,2.34,25,,,,,
2018,2,8,12,26.68,2.34,24,,,,,
2018,2,8,13,25.92,2.34,24,,,,,
2018,2,8,14,25.5,2.34,23,,,,,
2018,2,8,15,25.3,2.34,23,,,,,
2018,2,8,16,24.95,2.34,23,,,,,
2018,2,8,17,24.74,2.34,22,,,,,
2018,2,8,18,24.81,2.34,22,,,,,
2018,2,8,19,27.9,2.34,26,,,,,
2018,2,8,20,28.01,2.34,26,,,,,
2018,2,8,21,27.54,2.34,25,,,,,
2018,2,8,22,26.03,2.34,24,,,,,
2018,2,8,23,24.51,2.34,22,,,,,
2018,2,8,24,23.09,2.34,21,,,,,
2018,2,9,1,22.39,2.34,20,,,,,
2018,2,9,2,21.97,2.34,20,,,,,
2018,2,9,3,21.98,2.34,20,,,,,
2018,2,9,4,22.38,2.34,20,,,,,
2018,2,9,5,23.09,2.34,21,,,,,
2018,2,9,6,24.58,2.34,22,,,,,
2018,2,9,7,27,2.34,25,,,,,
2018,2,9,8,26.92,2.34,25,,,,,
2018,2,9,9,26.91,2.34,25,,,,,
2018,2,9,10,27.2,2.34,25,,,,,
2018,2,9,11,27.17,2.34,25,,,,,
2018,2,9,12,26.85,2.34,25,,,,,
2018,2,9,13,26.16,2.34,24,,,,,
2018,2,9,14,25.82,2.34,23,,,,,
2018,2,9,15,25.63,2.34,23,,,,,
2018,2,9,16,25.1,2.34,23,,,,,
2018,2,9,17,24.59,2.34,22,,,,,
2018,2,9,18,24.54,2.34,22,,,,,
2018,2,9,19,27.3,2.34,25,,,,,
2018,2,9,20,27.54,2.34,25,,,,,
2018,2,9,21,26.94,2.34,25,,,,,
2018,2,9,22,25.71,2.34,23,,,,,
2018,2,9,23,24.07,2.34,22,,,,,
2018,2,9,24,22.77,2.34,20,,,,,
2018,2,10,1,21.85,2.34,20,,,,,
2018,2,10,2,21.35,2.34,19,,,,,
2018,2,10,3,21.02,2.34,19,,,,,
2018,2,10,4,20.93,2.34,19,,,,,
2018,2,10,5,21.32,2.34,19,,,,,
2018,2,10,6,22.07,2.34,20,,,,,
2018,2,10,7,23.17,2.34,21,,,,,
2018,2,10,8,22.66,2.34,20,,,,,
2018,2,10,9,22.64,2.34,20,,,,,
2018,2,10,10,23.57,2.34,21,,,,,
2018,2,10,11,23.86,2.34,22,,,,,
2018,2,10,12,23.71,2.34,21,,,,,
2018,2,10,13,23.54,2.34,21,,,,,
2018,2,10,14,23.09,2.34,21,,,,,
2018,2,10,15,23.07,2.34,21,,,,,
2018,2,10,16,22.85,2.34,21,,,,,
2018,2,10,17,23.18,2.34,21,,,,,
2018,2,10,18,24.38,2.34,22,,,,,
2018,2,10,19,27.33,2.34,25,,,,,
2018,2,10,20,27.23,2.34,25,,,,,
2018,2,10,21,26.78,2.34,24,,,,,
2018,2,10,22,26.27,2.34,24,,,,,
2018,2,10,23,25.05,2.34,23,,,,,
2018,2,10,24,23.78,2.34,21,,,,,
2018,2,11,1,22.76,2.34,20,,,,,
2018,2,11,2,22.38,2.34,20,,,,,
2018,2,11,3,22.16,2.34,20,,,,,
2018,2,11,4,22.36,2.34,20,,,,,
2018,2,11,5,22.74,2.34,20,,,,,
2018,2,11,6,23.42,2.34,21,,,,,
2018,2,11,7,24.32,2.34,22,,,,,
2018,2,11,8,23.53,2.34,21,,,,,
2018,2,11,9,23.95,2.34,22,,,,,
2018,2,11,10,24.23,2.34,22,,,,,
2018,2,11,11,24.16,2.34,22,,,,,
2018,2,11,12,24,2.34,22,,,,,
2018,2,11,13,23.79,2.34,21,,,,,
2018,2,11,14,23.44,2.34,21,,,,,
2018,2,11,15,23.2,2.34,21,,,,,
2018,2,11,16,22.62,2.34,20,,,,,
2018,2,11,17,22.8,2.34,20,,,,,
2018,2,11,18,23.99,2.34,22,,,,,
2018,2,11,19,27.94,2.34,26,,,,,
2018,2,11,20,28.38,2.34,26,,,,,
2018,2,11,21,28.02,2.34,26,,,,,
2018,2,11,22,27.2,2.34,25,,,,,
2018,2,11,23,25.52,2.34,23,,,,,
2018,2,11,24,24.03,2.34,22,,,,,
2018,2,12,1,23.06,2.34,21,,,,,
2018,2,12,2,22.49,2.34,20,,,,,
2018,2,12,3,22.21,2.34,20,,,,,
2018,2,12,4,22.23,2.34,20,,,,,
2018,2,12,5,22.84,2.34,21,,,,,
2018,2,12,6,24.02,2.34,22,,,,,
2018,2,12,7,26.25,2.34,24,,,,,
2018,2,12,8,25.74,2.34,23,,,,,
2018,2,12,9,26.46,2.34,24,,,,,
2018,2,12,10,27.06,2.34,25,,,,,
2018,2,12,11,27.58,2.34,25,,,,,
2018,2,12,12,27.47,2.34,25,,,,,
2018,2,12,13,27.13,2.34,25,,,,,
2018,2,12,14,26.86,2.34,25,,,,,
2018,2,12,15,26.69,2.34,24,,,,,
2018,2,12,16,26.69,2.34,24,,,,,
2018,2,12,17,26.84,2.34,25,,,,,
2018,2,12,18,27.03,2.34,25,,,,,
2018,2,12,19,29.41,2.34,27,,,,,
2018,2,12,20,29.28,2.34,27,,,,,
2018,2,12,21,28.3,2.34,26,,,,,
2018,2,12,22,26.33,2.34,24,,,,,
2018,2,12,23,24.27,2.34,22,,,,,
2018,2,12,24,22.57,2.34,20,,,,,
2018,2,13,1,21.75,2.34,19,,,,,
2018,2,13,2,21.34,2.34,19,,,,,
2018,2,13,3,21.25,2.34,19,,,,,
2018,2,13,4,21.51,2.34,19,,,,,
2018,2,13,5,22.1,2.34,20,,,,,
2018,2,13,6,23.54,2.34,21,,,,,
2018,2,13,7,26.04,2.34,24,,,,,
2018,2,13,8,25.94,2.34,24,,,,,
2018,2,13,9,25.93,2.34,24,,,,,
2018,2,13,10,26.29,2.34,24,,,,,
2018,2,13,11,26.53,2.34,24,,,,,
2018,2,13,12,26.54,2.34,24,,,,,
2018,2,13,13,25.79,2.34,23,,,,,
2018,2,13,14,24.27,2.34,22,,,,,
2018,2,13,15,23.99,2.34,22,,,,,
2018,2,13,16,23.88,2.34,22,,,,,
2018,2,13,17,23.89,2.34,22,,,,,
2018,2,13,18,24.8,2.34,22,,,,,
2018,2,13,19,28.17,2.34,26,,,,,
2018,2,13,20,28.26,2.34,26,,,,,
2018,2,13,21,27.64,2.34,25,,,,,
2018,2,13,22,26.26,2.34,24,,,,,
2018,2,13,23,24.39,2.34,22,,,,,
2018,2,13,24,22.96,2.34,21,,,,,
2018,2,14,1,22.05,2.34,20,,,,,
2018,2,14,2,21.55,2.34,19,,,,,
2018,2,14,3,21.54,2.34,19,,,,,
2018,2,14,4,21.71,2.34,19,,,,,
2018,2,14,5,22.22,2.34,20,,,,,
2018,2,14,6,23.83,2.34,21,,,,,
2018,2,14,7,26.42,2.34,24,,,,,
2018,2,14,8,26.26,2.34,24,,,,,
2018,2,14,9,26.09,2.34,24,,,,,
2018,2,14,10,26.08,2.34,24,,,,,
2018,2,14,11,24.47,2.34,22,,,,,
2018,2,14,12,24.26,2.34,22,,,,,
2018,2,14,13,24.15,2.34,22,,,,,
2018,2,14,14,25.89,2.34,24,,,,,
2018,2,14,15,26.07,2.34,24,,,,,
2018,2,14,16,26.32,2.34,24,,,,,
2018,2,14,17,26.97,2.34,25,,,,,
2018,2,14,18,28.32,2.34,26,,,,,
2018,2,14,19,29.77,2.34,27,,,,,
2018,2,14,20,29.56,2.34,27,,,,,
2018,2,14,21,28.93,2.34,27,,,,,
2018,2,14,22,27.25,2.34,25,,,,,
2018,2,14,23,25.39,2.34,23,,,,,
2018,2,14,24,23.82,2.34,21,,,,,
2018,2,15,1,22.89,2.34,21,,,,,
2018,2,15,2,22.44,2.34,20,,,,,
2018,2,15,3,22.35,2.34,20,,,,,
2018,2,15,4,22.47,2.34,20,,,,,
2018,2,15,5,22.87,2.34,21,,,,,
2018,2,15,6,24.16,2.34,22,,,,,
2018,2,15,7,26.6,2.34,24,,,,,
2018,2,15,8,26.47,2.34,24,,,,,
2018,2,15,9,26.82,2.34,24,,,,,
2018,2,15,10,27.62,2.34,25,,,,,
2018,2,15,11,27.35,2.34,25,,,,,
2018,2,15,12,27,2.34,25,,,,,
2018,2,15,13,27.09,2.34,25,,,,,
2018,2,15,14,27.15,2.34,25,,,,,
2018,2,15,15,27.02,2.34,25,,,,,
2018,2,15,16,26.53,2.34,24,,,,,
2018,2,15,17,26.65,2.34,24,,,,,
2018,2,15,18,26.58,2.34,24,,,,,
2018,2,15,19,29.67,2.34,27,,,,,
2018,2,15,20,29.57,2.34,27,,,,,
2018,2,15,21,28.46,2.34,26,,,,,
2018,2,15,22,26.62,2.34,24,,,,,
2018,2,15,23,24.71,2.34,22,,,,,
2018,2,15,24,23.2,2.34,21,,,,,
2018,2,16,1,22.16,2.34,20,,,,,
2018,2,16,2,21.78,2.34,19,,,,,
2018,2,16,3,21.76,2.34,19,,,,,
2018,2,16,4,22.12,2.34,20,,,,,
2018,2,16,5,22.78,2.34,20,,,,,
2018,2,16,6,24.15,2.34,22,,,,,
2018,2,16,7,26.44,2.34,24,,,,,
2018,2,16,8,26.32,2.34,24,,,,,
2018,2,16,9,27.25,2.34,25,,,,,
2018,2,16,10,27.8,2.34,25,,,,,
2018,2,16,11,27.9,2.34,26,,,,,
2018,2,16,12,27.37,2.34,25,,,,,
2018,2,16,13,26.5,2.34,24,,,,,
2018,2,16,14,26.17,2.34,24,,,,,
2018,2,16,15,25.99,2.34,24,,,,,
2018,2,16,16,25.71,2.34,23,,,,,
2018,2,16,17,25.75,2.34,23,,,,,
2018,2,16,18,25.86,2.34,24,,,,,
2018,2,16,19,28.49,2.34,26,,,,,
2018,2,16,20,28.39,2.34,26,,,,,
2018,2,16,21,27.87,2.34,26,,,,,
2018,2,16,22,26.63,2.34,24,,,,,
2018,2,16,23,25,2.34,23,,,,,
2018,2,16,24,23.84,2.34,22,,,,,
2018,2,17,1,22.57,2.34,20,,,,,
2018,2,17,2,22.01,2.34,20,,,,,
2018,2,17,3,21.59,2.34,19,,,,,
2018,2,17,4,21.36,2.34,19,,,,,
2018,2,17,5,21.77,2.34,19,,,,,
2018,2,17,6,22.45,2.34,20,,,,,
2018,2,17,7,23.45,2.34,21,,,,,
2018,2,17,8,22.81,2.34,20,,,,,
2018,2,17,9,23.77,2.34,21,,,,,
2018,2,17,10,24.44,2.34,22,,,,,
2018,2,17,11,24.24,2.34,22,,,,,
2018,2,17,12,23.62,2.34,21,,,,,
2018,2,17,13,23.04,2.34,21,,,,,
2018,2,17,14,22.63,2.34,20,,,,,
2018,2,17,15,22.29,2.34,20,,,,,
2018,2,17,16,21.97,2.34,20,,,,,
2018,2,17,17,22.14,2.34,20,,,,,
2018,2,17,18,22.76,2.34,20,,,,,
2018,2,17,19,25.84,2.34,24,,,,,
2018,2,17,20,26.27,2.34,24,,,,,
2018,2,17,21,26.04,2.34,24,,,,,
2018,2,17,22,25.1,2.34,23,,,,,
2018,2,17,23,24.06,2.34,22,,,,,
2018,2,17,24,22.94,2.34,21,,,,,
2018,2,18,1,22.07,2.34,20,,,,,
2018,2,18,2,21.68,2.34,19,,,,,
2018,2,18,3,21.27,2.34,19,,,,,
2018,2,18,4,21.19,2.34,19,,,,,
2018,2,18,5,21.35,2.34,19,,,,,
2018,2,18,6,21.73,2.34,19,,,,,
2018,2,18,7,22.45,2.34,20,,,,,
2018,2,18,8,21.22,2.34,19,,,,,
2018,2,18,9,21.41,2.34,19,,,,,
